Image,whaleID
w_1149.jpg,whale_22892  
w_2304.jpg,whale_22892  
w_3137.jpg,whale_22892
w_5139.jpg,whale_22892  
w_6710.jpg,whale_22892  
w_8408.jpg,whale_22892
w_1200.jpg,whale_22892  
w_2578.jpg,whale_22892  
w_3507.jpg,whale_22892  
w_5271.jpg,whale_22892  
w_7473.jpg,whale_22892  
w_872.jpg,whale_22892
w_1497.jpg,whale_22892  
w_2616.jpg,whale_22892  
w_4611.jpg,whale_22892  
w_5659.jpg,whale_22892  
w_7492.jpg,whale_22892  
w_9379.jpg,whale_22892
w_160.jpg,whale_22892   
w_2656.jpg,whale_22892  
w_4744.jpg,whale_22892  
w_5765.jpg,whale_22892 
w_7830.jpg,whale_22892
w_1666.jpg,whale_22892  
w_2736.jpg,whale_22892  
w_4930.jpg,whale_22892  
w_6008.jpg,whale_22892  
w_7950.jpg,whale_22892
w_1767.jpg,whale_22892  
w_3033.jpg,whale_22892
w_4937.jpg,whale_22892
w_6690.jpg,whale_22892
w_815.jpg,whale_22892
w_1275.jpg,whale_95370
w_2090.jpg,whale_95370
w_3243.jpg,whale_95370
w_4895.jpg,whale_95370
w_643.jpg,whale_95370
w_7910.jpg,whale_95370
w_1357.jpg,whale_95370
w_2197.jpg,whale_95370
w_3355.jpg,whale_95370
w_4997.jpg,whale_95370
w_6924.jpg,whale_95370
w_8788.jpg,whale_95370
w_1546.jpg,whale_95370
w_2494.jpg,whale_95370
w_3837.jpg,whale_95370
w_5350.jpg,whale_95370
w_7067.jpg,whale_95370
w_8856.jpg,whale_95370
w_1563.jpg,whale_95370
w_2844.jpg,whale_95370
w_3964.jpg,whale_95370
w_5489.jpg,whale_95370
w_7112.jpg,whale_95370
w_8983.jpg,whale_95370
w_1568.jpg,whale_95370
w_3051.jpg,whale_95370
w_4301.jpg,whale_95370
w_581.jpg,whale_95370
w_7188.jpg,whale_95370
w_8996.jpg,whale_95370
w_1972.jpg,whale_95370
w_3076.jpg,whale_95370
w_4575.jpg,whale_95370
w_5839.jpg,whale_95370
w_7317.jpg,whale_95370
w_918.jpg,whale_95370
w_1991.jpg,whale_95370
w_3085.jpg,whale_95370
w_4779.jpg,whale_95370
w_5942.jpg,whale_95370
w_7525.jpg,whale_95370
w_9295.jpg,whale_95370
w_2036.jpg,whale_95370
w_3187.jpg,whale_95370
w_4866.jpg,whale_95370
w_6009.jpg,whale_95370
w_7833.jpg,whale_95370
